ScholarshipID,SponsorID,ScholarshipName,ScholarshipLink,ScholarshipContactFName,ScholarshipContactLName,ScholarshipContactEmail,ScholarshipContactTelephone,ScholarshipAward,ScholarshipDescription,ScholarshipOccurence,ScholarshipEligibilityReqs,ScholarshipEligibilityReqsOther,ScholarshipApplListDate,ScholarshipApplStartDate,ScholarshipApplEndDate,Criteria_Gender,Criteria_AgeMinimum,Criteria_AgeMaximum,Criteria_Citizenship,Criteria_YearOfNeed,ScholarshipStatus,Criteria_EducationLevel_NOTUSED,Criteria_EnrollmentStatus,Criteria_SchoolType_NOTUSED,Crtieria_MinimumGPA,Criteria_USMilitaryService,Criteria_FieldOfStudy,Criteria_FAAPilotCertificate,Criteria_FAAPilotRating,Criteria_FAAMechanicCertificate,Notes_Admin
200166,100024,Don and Carol Bedford Memorial Scholarship,https://www.alaskaairmen.org/scholarships/,Calvin,Edward,scholarships@alaskaairmen.org,(800) 464-7030,"$2,500 ","Don and Carol Bedford were a team. Don had earned his Airframe and Power license and was well on the way to a degree in aeronautical engineering when he felt impelled to join the workforce at Lockheed Aircraft at the outbreak of WW II. Don later joined the Army Air Corps where he eventually joined the Aviation Cadet program. He was transitioning to fighters when the war ended. He returned to Lockheed where he rubbed shoulders with the likes of Tony LeVere and Howard Hughes and worked on the P-80 program. In 1947 Don took a job with Alaska Coastal Airlines in Juneau where he stayed through a series of mergers to retire from Alaska Airlines in 1993. Carol was from the Chicago area where she attended business school. She traveled to Alaska on a whim took a job at Alaska Airlines where the two met. Don was one of the first authorized inspectors in Southeast Alaska, an area where he remained active throughout the rest of his life. He also flew and restored small aircraft. Carol supported Don in all his endeavors, kept up with the billing and paperwork and \tended the home fires\.",Annual,"1. Interested in becoming a certified aircraft and powerplant mechanic.<br>2. Must be enrolled or plan to enroll in an aviation related program with an accredited college, university, trade school, approved training center (Part 61, Part 141), or in current training with a certified flight instructor or A&P mechanic.<br>3. High school seniors with intentions of attending an accredited aviation related program are also eligible (must provide proof: acceptance letters, letters of reference from school counselors, etc.).<br>4. Must intend to use training to work in Alaska.<br>5. Must maintain a minimum GPA of 3.0 or if not enrolled in an accredited college, university, or trade school, will provide a letter of recommendation from current instructor attesting to commitment of student to applicable training endeavor.<br>6. Must not have any felony convictions.<br>7. Must be a legal U.S. resident and a legal Alaska resident for at least 2 of the last 3 years.<br>8. Knowledge about the Airmen Association, student or other Airmen membership is preferred.","Along with a completed application form, applicants must:<br>1. Write an essay.  <br>2. Proof of residency in Alaska 2 out of past 3 years (PFD check, utility bill, notarized statement, AK driver\''''s license).<br>3. School transcripts for current and most recent previous school year.<br>4. Letter(s) of recommendation from aviation-related individual(s) who know you well.",,,2/1/2020,,,,|912001|,|913001|913003|913004|913005|913006|913007|,Done,|High School Senior (12th)|College Freshman|College Sophomore|College Junior|College Senior|Master\'s Degree|,,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Graduate School|",3,,|911007|,,,|918001|918002|918003|918004|,
200151,100069,Dale \Potsy\ McBurney Aviation Scholarship,https://nbaa.org/professional-development/scholarships/mcburney-aviation-scholarship/,Molly,Hitch,scholarships@nbaa.org,(202) 783-9353,"Up to $2,500 to be used for professional/educational training.","NBAA Charities, in coordination with the Trust Committee for Dale \Potsy\ McBurney and the National Business Aviation Association (NBAA) Flight Attendants Committee, established the Dale \Potsy\ McBurney Aviation Scholarship to benefit business aviation professionals seeking continued professional development opportunities to advance their existing careers.",Annual,1. Must be a current business aviation professional seeking continued professional development opportunities to advance their existing career.<br>2. Must be a U.S citizen or permanent resident.<br><br>NOTE: Scholarship recipients must complete all professional/educational training by June 2022.,1. Current one-page resume with your permanent home address.<br>2. Written or multimedia essay.<br>3. Two (2) signed professional letters of recommendation.,,,2/1/2020,,,,|912001|,|913010|,Done,,,,0,,|911010|,,,,
200091,100139,Avotek Textbook Scholarships (Category II) for Active Maintenance Professionals,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,"Four (4) $1,860 awards","Avotek is a premier publisher of top-of-the-line training manuals for aviation maintenance technician instructors, schools and students. Their textbooks have a well-earned reputation for quality, accuracy and completeness and Avotek is offering two scholarships each of their Avionics AET prep online course and textbook set and Core Series textbook sets.",Annual,1. Must be an active AWAM member.,"Please scan the following documents into a single PDF file in the order they are listed below. You must<br>attach a separate set of application documents for each scholarship you are applying for that requires an<br>extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Copy of A&P Certificate<br>5. Please specify which set you are applying for in your application.<br>Avotek Avionics Textbook and Online Training Kit â€“ Includes Avotech\''''s brand new online AET prep training course and nine titles â€“ Five textbooks and four workbooks â€“ Packaged in a convenient tote.<br>Avotek A&P Core Series Textbook Kit â€“ Includes nine titles â€“ Four textbooks, four workbooks, and an AMT Reference Handbook â€“ Packaged in a convenient tote.<br>",,,11/1/2020,,,,,,Done,,,,0,,|911007|911010|,,,|918001|918002|918003|918004|,
200353,100069,Schedulers and Dispatchers Monetary Scholarship,https://nbaa.org/professional-development/scholarships/schedulers-dispatchers-monetary-scholarship/,Molly,Hitch,scholarships@nbaa.org,(202) 783-9353,"Up to $10,000 for continuing scheduler/dispatcher education or training.","The NBAA Schedulers & Dispatchers Committee is dedicated to promoting education and training as a means for individuals to increase the professionalism of their positions. To further this objective, NBAA created the Schedulers & Dispatchers Scholarship Fund in conjunction with several donors.",,1. Current and aspiring schedulers and dispatchers.<br>2. Must be at least 18 years old.,1. Resume.<br>2. Essay.<br>3. Two (2) signed letters of recommendation.,,,10/18/2019,,18,,,|913003|913004|913005|913006|913007|913008|913009|913010|,Incomplete,,,,0,,|911003|911010|,,,,
200090,100139,Aviation Student Entrepreneur Scholarship (Category II) for Part 147 A&P School Students,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,$500 ,"This scholarship is donated by the Editor-in-Chief of Aviation Entrepreneur Magazine, Richard Peri. Aviation Entrepreneur Magazine represents \more than flight\ by providing essential business information to help all aviation entrepreneurs start and operate a successful aviation business. This company wants to help an aviation student entrepreneur by presenting him/her with this scholarship.",Annual,1. Must be an active AWAM member.<br>2. Must be an A&P or avionics student at an aviation technical school located in the USA.<br>3. Must be a U.S. Citizen.,"Please scan the following documents into a single PDF file in the order they are listed below. You must attach a separate set of application documents for each scholarship you are applying for that requires an extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Unofficial Transcript(s)<br>5. An additional short essay (500 words) explaining their entrepreneurial experience, how it relates to aviation, as well as their future goals.",,,11/1/2020,,,,|912001|,|913001|913003|913004|913005|913006|913007|,Done,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Graduate School|",0,,|911007|,,,|918001|918002|918003|918004|,
200375,100000,Space Medicine Association (SMA) Medical and Graduate Education Scholarship sponsored by Jeffrey R. Davis,http://www.asma.org/about-asma/careers/scholarships,,,,,$500 ,"This scholarship is offered to students in medical or graduate school who have demonstrated academic achievement and shown an interest in Space Biology and Space Medical Operations (e.g., biomedical engineering, space flight physiology, pharmacy, human factors research, nursing, psychology, safety, life sciences, etc.).",Annual,,,,,3/1/2020,,,,,,Incomplete,,,,0,,|911009|,,,,
200319,100093,OAS Academic Scholarship Program (Graduate Studies and/or Graduate Research),http://www.oas.org/en/scholarships/Academic_Program_OAS_2019.asp,,,,,"Monetary cap up to $10,000",,,1. Be a citizen or permanent resident of an OAS Member State.<br>2. Must be a full-time student at any university in an OAS Member State.<br>3. Must return and remain in the sponsoring country for a period no less than 24 months after completing the program of study. <br>4. Possess the language competence to undertake studies in the language of the institution in country of study.<br>5. Have obtained a first university degree by the time of applying for the scholarship.<br>6. Have a GPA above the minimum standard required by the university.<br>7. Be in good physical and mental health to complete the program successfully.,"1. Copy of the diploma for the highest degree obtained. (Bachelor or Master)<br>2. Copies of transcripts of grades for all academic degrees completed and to be completed. (If the applicant is currently enrolled in a program of study, he/she will need to submit the current transcript).<br>3. Two (2) recommendation letters: Preferably from current or former professors using the OAS Recommendation Statement Form, or previous employer using the Employer Recommendation Form. Recommendation letters from relatives will not be accepted.<br>4. If unemployed or never employed, include a letter from a professor or someone who can be considered providing reference of your qualities as a student or professional (using the Recommendation Statement Form). <br>5. Curriculum Vitae. (must not exceed two (2) pages)<br>6. Admission letter to program of study to begin in August/September 2019.<br>7. Selected candidates who wish to begin their studies between January and April 2020 may submit their admission letters by October 15th, 2019.",,,10/15/2019,,,,|912003|,,Incomplete,|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,|914001|,|Four-year College or University|Graduate School|,0,,,,,,
200368,100139,Sonic Tools Supporting Women in Aviation Maintenance (Category I) for Part 147 A&P School Students,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,"$5,000 ","SONIC Tools is providing one S9 Aviation Tool Set to a deserving student of a part 147 A&P school, or professional technician who holds their A&P. SONIC Tools matches big name brands in quality and comes with a full lifetime warranty.",Annual,"1. Must be an active AWAM member.<br>2. Must be able to attend the WAI conference in Orlando FL March 5-7th, 2020.<br>3. Must be a U.S. Citizen.<br>4. Must be a student in a part 147 A&P school OR professional technician who holds their A&P.","Please scan the following documents into a single PDF file in the order they are listed below. You must attach a separate set of application documents for each scholarship you are applying for that requires an extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Unofficial Transcript(s)<br>5. An additional short essay (250 words) on the topic of tool control, organization, and the value of working out of a shadowed toolbox.",,,11/1/2020,,,,|912001|,,Done,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Graduate School|",0,,|911007|,,,|918001|918002|918003|918004|,
200194,100024,F. Atlee Dodge Maintenance Scholarship,https://www.alaskaairmen.org/scholarships/,Calvin,Edward,scholarships@alaskaairmen.org,(800) 464-7030,"$2,500 ","Atlee Dodge is a well know name to every Alaskan Aviator. His knowledge of the inner workings of Alaskan Bush planes is unsurpassed and his improvements for all things Super Cub are felt and appreciated to this day. The Alaska Airmen are proud to continue on his journey of airplane advancements by providing $2,500 for a student looking toward Aircraft Maintenance as a career.",Annual,"1. Interested in becoming a certified aircraft and powerplant mechanic.<br>2. Must be enrolled or plan to enroll in an aviation related program with an accredited college, university, trade school, approved training center (Part 61, Part 141), or in current training with a certified flight instructor or A&P mechanic.<br>3. High school seniors with intentions of attending an accredited aviation related program are also eligible (must provide proof: acceptance letters, letters of reference from school counselors, etc.)<br>4. Must intend to use training to work in Alaska.<br>5. Must maintain a minimum GPA of 3.0 or if not enrolled in an accredited college, university, or trade school, will provide a letter of recommendation from current instructor attesting to commitment of student to applicable training endeavor.<br>6. Must not have any felony convictions.<br>7. Must be a legal U.S. resident and a legal Alaska resident for at least 2 of the last 3 years.<br>8. Knowledge about the Airmen Association, student or other Airmen membership is preferred.","Along with a completed application form, applicants must:<br>1. Write an essay.  <br>2. Proof of residency in Alaska 2 out of past 3 years (PFD check, utility bill, notarized statement, AK driver\''''s license).<br>3. School transcripts for current and most recent previous school year.<br>4. Letter(s) of recommendation from aviation-related individual(s) who know you well.",,,2/1/2020,,,,|912001|,|913001|913003|913004|913005|913006|913007|,Done,|High School Senior (12th)|High School Graduate (or GED)|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|,,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Graduate School|",3,,|911007|,,,|918001|918002|918003|918004|,
200105,100139,CAE and Bombardier Maintenance Training Scholarship (Category I) for Active Maintenance Professionals,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,"$15,000 ","Bombardier Aerospace is proud to offer one scholarship for a Challenger 300-350 (10 day) Initial Maintenance training course. The scholarship recipient must, as a minimum, be the holder of an FAA A&P Certificate. The course will be conducted in Dallas, Texas. The scholarship recipient is responsible for all lodging and travel costs. The scholarship must be started within<br>one year of the scholarship award date.",Annual,1. Must be an active AWAM member.<br>2. Must be female.<br>3. Must hold an FAA A&P Certificate.,Please scan the following documents into a single PDF file in the order they are listed below. You must attach a separate set of application documents for each scholarship you are applying for that requires an extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Copy of A&P Certificate,,,11/1/2020,|Female|,,,,,Done,,,,0,,|911007|,,,|918001|918002|918003|918004|,
200495,100139,UPS Pink Wrench Scholarships (Category I) for Part 147 A&P School Students,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,"Six (6) $1,500 awards",UPS is proud to offer six tool funding scholarships to put towards the purchase of the tools listed in the minimum required tool list for an Aviation Maintenance Technician. These scholarships are designed to help recent graduates looking to get started in the aviation field.,Annual,"1. Must be an active AWAM member.<br>2. Must be female.<br>3. Must be a U.S. Citizen.<br>4. Must be an A&P student or intern, with an A&P completion date or college graduation date between January 1st, 2020 and December 31st, 2020.",Please scan the following documents into a single PDF file in the order they are listed below. You must attach a separate set of application documents for each scholarship you are applying for that requires an extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Unofficial Transcript(s)<br>5. An additional short essay (200 words) explaining why you deserve the scholarship.,,,11/1/2020,|Female|,,,|912001|,|913001|913004|913005|913006|913007|,Done,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Graduate School|",0,,|911007|,,,|918001|918002|918003|918004|,
200338,100098,RACCA Scholarship,https://www.raccaonline.org/scholarship/,,,,,"Three (3) $2,000 awards","The RACCA Aviation Scholarship is established for the purpose of promoting and assisting aviation as a career choice and to make students aware of the opportunities in the Air Cargo Industry. This scholarship can be used to assist in the payment of tuition, flight training, or to obtain new or additional licenses.",Annual,1. Must be a college student currently enrolled in an accredited aviation program pursuing a career in aviation as a pilot or FAA aircraft Mechanic with Airframe and/or Powerplant ratings.<br>2. Must be a resident of the United States.<br>3. Currently carry a Grade Point Average of at least 3.0 on a 4.0 scale.,"1. An official application (attach additional sheets if needed.)<br>2. A recommendation from an aviation or academic professional.<br>3. A short essay (200-400 words) listing your achievements, your career aspirations and your participation in school, community or aviation activities.",,,10/15/2020,,,,|912001|,|913001|913002|913003|913004|913005|913006|913007|913008|913009|,Done,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|Pursuing Doctoral Degree|Doctoral Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",3,,|911003|911007|,,,|918001|918002|918003|918004|,
200229,100111,Hafthor Hafsteinsson Scholarship Award,https://foundation.istat.org/Programs/Scholarships,,,istatscholarships@istat.org,(312) 321-5169,,"This scholarship is awarded to one student at a university outside of the USA studying aviation management, aviation economics, aviation law or equipment finance.",Annual,"1. The applicant is required to secure a nomination from the head of the aviation program at a qualified university.<br>2. Must have completed at least two years of undergraduate (bachelors) studies or currently enrolled in graduate (masters) or post graduate (doctoral) studies. <br>3. Must hold an academic ranking within the top 25% (75 - 100%)<br>4. Must have a GPA of 3.0 or above on a 4.0 scale.<br>5. Need of financial support for university tuition-only fees.<br>6. Enrolled in one of the following programs: aviation finance, aviation law, aeronautical engineering, aviation management, aeronautical science, aviation computer science, aviation maintenance, airport management, air traffic control, or related field - flight students with an interest in aviation finance, law, engineering, etc. are welcome to apply.<br>7. Commitment to a career in aviation.<br>8. Involvement in extra-curricular/community activities indicating leadership qualities.",,,3/1/2020,5/1/2020,,,,,|913001|913006|913007|913008|913009|,Incomplete,,|914001|914002|,,3,,|911003|911005|911006|911007|911008|,,,,
200063,100020,Army Aviation Association of America Scholarships,https://www.quad-a.org/scholarship,Sue,Stokes,scholarship@quad-a.org,(203) 268-2450,"$1,000 - $12,000","The AAAA Scholarship Foundation, Inc., is a non-profit, tax-exempt corporation established to render financial assistance for the college-level education of members of the Army Aviation Association of America, Inc. (AAAA). Spouses, children, grandchildren and unmarried siblings of current and deceased AAAA members are also eligible. 100% of every dollar donated to the Scholarship Foundation goes towards scholarships based on the AAAA paying all overhead expenses for the Scholarship Foundation minus the investment brokerage fees. Applicants are judged on academic achievement, leadership, volunteer service, work experience and essay responses.",,"1. In order to apply you must meet one of the following criteria:<br>     -Must be a current member of the Army Aviation Association of America (AAAA), or<br>     -the spouse of a current AAAA member or deceased member, or<br>     -the son or daughter of a current member or deceased member, or<br>     -the grandchild of a current member or deceased member, or<br>     -the unmarried sibling of a current member or deceased member.<br>2. Must complete and submit the Pre-Qualifying Form for the application on or before April 1.<br>3. Must be attending an accredited college or university or selected for fall entry as an undergraduate or graduate.<br><br>NOTE: In all the above instances listed in item 1., the member\''''s effective date must be on or before May 1 of the previous year in which the applicant is seeking aid, unless the member is deceased. This requirement is waived for uniformed members of the Active Army, ARNG and USAR.","1. Have current transcripts applicable to grade level.<br>2. Provide a photograph to be used for publicity purposes. The photo should be a head and shoulders view in pdf, jpeg, jpg or tiff format. There is a place on the application where this can be uploaded.<br>3. Compose a maximum 300-word essay.<br>4. A reference is to be completed by an individual who is aware of the applicant\''''s abilities and potential. Do not include relatives.<br>5. Academic Reporting Form is to be completed by the appropriate school official who has access to the applicant\''''s academic history. (Mandatory for Freshman applicants)",,,5/1/2020,,,,,|913001|913002|913003|913004|913005|913006|913007|913008|913009|,Incomplete,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",0,,,,,,
200237,100049,ICAS Foundation - GAMA Scholarship,https://icasfoundation.org/scholarships/gama-scholarship/,,,scholarships@icasfoundation.org,,"$2,000 ","The ICAS Foundation GAMA Scholarship provides tuition assistance to students enrolled in a college/university level aviation degree program. It is the goal of the scholarship to assist high-caliber individuals in obtaining the education needed to become effective leaders in the aviation industry. Applicants will be judged on their academic record, history of extracurricular participation within their school and community, and any other activities that distinguish the applicant from their peers. GAMA had teamed with the ICAS Foundation as the vehicle for this scholarship program because the air show industry is very often the most visible and memorable public contact point with the aviation industry.",Annual,"1. Must be a student enrolled in an aviation-related degree program. The major field of study must be linked to at least one aspect of the industry (professional pilot; maintenance/engineering; airport administration; etc.).<br>2. Student has completed at least two semesters with an aviation-related declared major, and has an established trajectory towards completion of their degree. The semesters may consist of different degree programs so long as they satisfy the first eligibility requirement.","Additional selection criteria to be judged include, but are not limited to:<br>1. Applicant\''''s GPA.<br>2. A record of extracurricular and community participation.<br>3. Applicant has distinguished themselves from their peers.<br>4. Passionate approach toward their aviation career goals.",,,12/31/2020,,,,,|913001|913002|913003|913005|913006|913007|913008|913009|,Done,|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|Pursuing Doctoral Degree|Doctoral Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",0,,|911003|911007|911008|,,,,
200272,100139,Louisville AWAM Chapter A&P Testing Scholarship (Category I) for Part 147 A&P School Students,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312597,Stacey,Rudser,scholarships@awam.org,,"$1,000 ",The Louisville chapter of AWAM is offering a scholarship for A&P certification testing to a final year female student or recent graduate. Funds will be sent to the institution or testing facility.,Annual,"1. Must be an active AWAM member.<br>2. Must be an A&P school student in their final year, or a recent graduate.<br>3. Must be a U.S. Citizen.<br>4. Must be female.<br>5. Must be an avid volunteer in their community.",Please scan the following documents into a single PDF file in the order they are listed below. You must attach a separate set of application documents for each scholarship you are applying for that requires an extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Unofficial Transcript(s)<br>5. An additional short essay (250 words) explaining why you chose aviation as a career.,,,11/1/2020,|Female|,,,|912001|,|913001|913003|913007|,Done,|College Senior|Bachelor\'s Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|",0,,|911007|,,,|918001|918002|918003|918004|,
200219,100111,Gilbert W. Speed Memorial Scholarship Award,https://foundation.istat.org/Programs/Scholarships,,,istatscholarships@istat.org,(312) 321-5169,,This scholarship is awarded to one student annually.,Annual,"1. The applicant is required to secure a nomination from the head of the aviation program at a qualified university.<br>2. Must have completed at least two years of undergraduate (bachelors) studies or currently enrolled in graduate (masters) or post graduate (doctoral) studies. <br>3. Must hold an academic ranking within the top 25% (75 - 100%)<br>4. Must have a GPA of 3.0 or above on a 4.0 scale.<br>5. Need of financial support for university tuition-only fees.<br>6. Enrolled in one of the following programs: aviation finance, aviation law, aeronautical engineering, aviation management, aeronautical science, aviation computer science, aviation maintenance, airport management, air traffic control, or related field - flight students with an interest in aviation finance, law, engineering, etc. are welcome to apply.<br>7. Commitment to a career in aviation.<br>8. Involvement in extra-curricular/community activities indicating leadership qualities.",,,3/1/2020,5/1/2020,,,,,|913001|913006|913007|913008|913009|,Incomplete,,|914001|914002|,,3,,|911003|911005|911006|911007|911008|,,,,
200007,100139,\Tools Beneath Your Wings\ Scholarship (Category I) for Active Maintenance Professionals,https://www.awam.org/content.aspx?page_id=22&club_id=975301&module_id=312596,Stacey,Rudser,scholarships@awam.org,,$500 ,"Richard L. Waters - Pilot and mechanic, shared his knowledge and skills with individuals of all<br>ages. This $500 cash award honors his memory and the principles that he exemplified as an innovator, mechanic, and individual. This award may be applied to any area of aircraft technology, construction, or maintenance. The award will be directly deposited to the school, vendor, or other institution of your choice.",Annual,1. Must be an active AWAM member.,"Please scan the following documents into a single PDF file in the order they are listed below. You must<br>attach a separate set of application documents for each scholarship you are applying for that requires an<br>extra essay. <br>1. Resume<br>2. Essay (250 words) explaining your interest in aviation.<br>3. Two letters of recommendation<br>4. Copy of A&P Certificate<br>5. Additionally you may either write an essay on the essay topic or answer the questions that follow.<br>Essay Topic: Why are you interested in this area of aviation?<br>Questions: (1) Describe any project(s) that you have worked on. (If possible, include a photo. The project will be returned only if requested by the applicant.), (2) How will this award be used? (Be specific.), (3) How will it benefit you?, and (4) How will it benefit others?",,,11/1/2020,,,,,,Done,,,,0,,|911007|,,,|918001|918002|918003|918004|,
200173,100006,Duncan Aviation Scholarship,https://aea.net/educationalfoundation/scholarships.asp,,,info@aea.net,,"$1,000 ",Given by Duncan Aviation. This scholarship is available to a high school senior or college student who plans to attend or is attending an accredited school in an avionics or aircraft maintenance program.,Annual,1. Must be a high school senior or college student who plans to attend or is attending an accredited school in an avionics or aircraft maintenance program.,1. Write a 300-word essay on the following topic: \What are FAA\'s \NextGen\ technologies and how will they change aircraft maintenance and the skills and the knowledge required of tomorrow\'s technicians?\<br>2. Most recent high school or college official transcripts.,,,4/1/2020,,,,,|913001|913003|913004|913005|913006|913007|913008|913009|,Done,|High School Senior (12th)|High School Graduate (GED)|College Freshman|College Sophomore|College Junior|College Senior|,|914003|914004|914001|914002|,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Maintenance School|",0,,|911007|,,,|918001|918002|918003|918004|,
200210,100037,GAMA Edward W. Stimpson Aviation Excellence Award Scholarship,https://gama.aero/opportunities-in-ga/scholarships/,,,lhaertlein@gama.aero,(202) 393-1500,"$2,000 ",GAMA offersthis scholarship annually as part of its commitment to advancing careers in general aviation. The scholarhips is awarded to a graduating U.S. high school senior who has been accepted to and will be enrolled in an aviation degree core program at his or her chosen college/university.,Annual,"1. Must be a current student at a U.S. high school, graduating in the spring of 2020<br>2. Must be accepted to and enrolling in an institution for an aviation-related degree program (e.g., flight training, aviation management, aerospace engineering, aviation maintenance).<br>3. Have a 3.0 or better grade point average (on a 4.0 scale).",1. Essay question response.<br>2. Current high school transcript.<br>3. Letter(s) of recommendation (maximum two).,,,4/15/2020,,,,|912001|,|913001|913002|913003|913004|,Done,|High School Senior (12th)|,|914004|914001|914002|,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|",3,,,,,,
200088,100146,Aviation Safety Management Scholarship,https://www.nwds-ak.com/About/Scholarship,Doug,Walker,dwalker@NWDS-AK.com,,"$1,000 awarded twice per year","In 2006 the International Civil Aviation Authority (ICAO) mandated that each country require their aviation service providers to adopt a formal safety management system. Since that time, we at NWDS have made it our mission to be at the forefront of aviation safety software, philosophy, and success. This scholarship opportunity is to help young leaders drive the aviation safety future.",Semi-annual,"1. Be enrolled in an aviation program at one of the following: University, College, Training program, or similar organization.<br>2. Applicants can be enrolled in any branch of an aviation denomination, such as: pilot, aviation maintenance, air traffic control, safety manager, etc.<br><br>NOTE: Applicants may submit only one application per period, for a maximum of 2 submissions per year. Those who have won the Scholarship in the past ARE still eligible in future scholarship periods.","Applicants must choose 3 out of the 8 topics listed below and write a 500 word (or more) essay for each topic.<br>1. Discuss ways to help encourage participation in aviation safety programs.<br>2. In your opinion, what are good aviation safety management practices for your particular area of aviation study?<br>3. Discuss the mindset it takes to be successful in aviation risk management.<br>4. In what areas do you think aviation safety management systems as a whole can focus on for future improvement?<br>5. How and why is aviation SMS important for your particular discipline of aviation study?<br>6. In your opinion, what is safety culture in the aviation industry? What does it look like?<br>7. What do you consider to be the primary motivation of safety management systems in aviation â€“ i.e. what specifically (more than just safety) does SMS address?<br>8. Which aviation SMS training values are most important to your area of aviation study.",,,,,,,,|913001|913002|913003|913004|913005|913006|913007|913008|913009|,Done,|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,|914001|914002|,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",0,,|911003|911007|911006|,,,,
200256,100111,Jon Batchelor Scholarship Award,https://foundation.istat.org/Programs/Scholarships,,,istatscholarships@istat.org,(312) 321-5169,,"This scholarship is awarded to two students at universities in Florida, USA annually.",Annual,"1. The applicant is required to secure a nomination from the head of the aviation program at a qualified university.<br>2. Must have completed at least two years of undergraduate (bachelors) studies or currently enrolled in graduate (masters) or post graduate (doctoral) studies. <br>3. Must hold an academic ranking within the top 25% (75 - 100%)<br>4. Must have a GPA of 3.0 or above on a 4.0 scale.<br>5. Need of financial support for university tuition-only fees.<br>6. Enrolled in one of the following programs: aviation finance, aviation law, aeronautical engineering, aviation management, aeronautical science, aviation computer science, aviation maintenance, airport management, air traffic control, or related field - flight students with an interest in aviation finance, law, engineering, etc. are welcome to apply.<br>7. Commitment to a career in aviation.<br>8. Involvement in extra-curricular/community activities indicating leadership qualities.",,,3/1/2020,5/1/2020,,,,,|913001|913006|913007|913008|913009|,Incomplete,,|914001|914002|,,3,,|911003|911005|911006|911007|911008|,,,,
